Symbol	EndDate	StateTypeCode	Area	ApplyTypeCode	ApplyType	Patents	Invention	UtilityModel	Design
300037	2009-12-31	1	1	S5205	截止报告期末累计已被受理	9			
300037	2009-12-31	1	2	S5205	截止报告期末累计已被受理	4			
300038	2009-12-31	2	1	S5204	截至报告期末累计获得	8	0	4	4
300038	2009-12-31	2	1	S5201	已申请	5	1	4	0
300038	2009-12-31	1	1	S5201	已申请	60	2	3	55
300039	2009-12-31	1	1	S5204	截至报告期末累计获得	7	1	0	6
300040	2009-12-31	1	1	S5201	已申请	34	9	25	0
300040	2009-12-31	1	1	S5203	已授权		2	11	
300040	2009-12-31	1	1	S5204	截至报告期末累计获得		6	33	
300040	2009-12-31	1	1	S5205	截止报告期末累计已被受理		11	24	
300041	2009-12-31	1	1	S5204	截至报告期末累计获得	1	1	0	0
300041	2009-12-31	1	1	S5205	截止报告期末累计已被受理	18	18	0	0
300042	2009-12-31	1	1	S5201	已申请		22		1
300042	2009-12-31	1	2	S5201	已申请		8		
300042	2009-12-31	1	1	S5203	已授权		33		
300042	2009-12-31	1	2	S5203	已授权		6		
300042	2009-12-31	1	1	S5206	截止报告期末累计已授权	110	74	7	29
300042	2009-12-31	1	2	S5206	截止报告期末累计已授权	15	14	1	0
300042	2009-12-31	1	1	S5205	截止报告期末累计已被受理	161	160	0	1
300042	2009-12-31	1	2	S5205	截止报告期末累计已被受理	66	66	0	0
300043	2009-12-31	1	1	S5204	截至报告期末累计获得	27	0	4	23
300043	2009-12-31	1	1	S5202	已获得			3	
300043	2009-12-31	1	1	S5201	已申请	16	0	8	8
300043	2009-12-31	1	1	S5205	截止报告期末累计已被受理	23	1	11	11
300044	2009-12-31	1	1	S5205	截止报告期末累计已被受理	3	3	0	0
300044	2009-12-31	1	1	S5204	截至报告期末累计获得	4	0	4	0
300045	2009-12-31	1	1	S5204	截至报告期末累计获得	8	2	6	0
300045	2009-12-31	1	1	S5205	截止报告期末累计已被受理	2			
300045	2009-12-31	1	1	S5201	已申请	1			
300046	2009-12-31	1	1	S5204	截至报告期末累计获得	5	0	3	2
300046	2009-12-31	1	1	S5201	已申请	8	2	6	0
300046	2009-12-31	1	1	S5203	已授权			6	
300048	2009-12-31	1	1	S5204	截至报告期末累计获得	9	0	9	0
300048	2009-12-31	2	1	S5205	截止报告期末累计已被受理	9	9	0	0
300049	2009-12-31	1	1	S5206	截止报告期末累计已授权	4	2	0	2
300051	2009-12-31	1	1	S5205	截止报告期末累计已被受理	6	4	2	0
300051	2009-12-31	1	1	S5202	已获得	2	0	2	0
300053	2009-12-31	1	1	S5204	截至报告期末累计获得	7			
300054	2009-12-31	1	1	S5204	截至报告期末累计获得	9	9	0	0
300054	2009-12-31	1	2	S5204	截至报告期末累计获得	2	2	0	0
300054	2009-12-31	1	1	S5205	截止报告期末累计已被受理	8			
300054	2009-12-31	1	2	S5201	已申请	1			
300054	2009-12-31	1	2	S5205	截止报告期末累计已被受理	10			
300054	2009-12-31	1	1	S5201	已申请	5			
300056	2009-12-31	1	1	S5204	截至报告期末累计获得		1	3	
300056	2009-12-31	1	1	S5205	截止报告期末累计已被受理		4		
300056	2009-12-31	1	1	S5201	已申请	4	4	0	0
300057	2009-12-31	2	1	S5204	截至报告期末累计获得	6	0	6	0
300057	2009-12-31	2	1	S5202	已获得	2	0	2	0
600005	2009-12-31	1	1	S5201	已申请	189			
600005	2009-12-31	1	1	S5203	已授权	158	32		
600016	2009-12-31	1	1	S5203	已授权	3			
600019	2009-12-31	1	1	S5201	已申请	939	384		
600019	2009-12-31	1	1	S5203	已授权	659			
600028	2009-12-31	1	1	S5201	已申请	1570			
600028	2009-12-31	1	1	S5203	已授权	605			
600028	2009-12-31	1	2	S5201	已申请	135			
600028	2009-12-31	1	2	S5203	已授权	37			
600039	2009-12-31	1	1	S5202	已获得			1	
600068	2009-12-31	1	1	S5201	已申请	54	29		
600068	2009-12-31	1	1	S5203	已授权	43			
600068	2009-12-31	1	1	S5206	截止报告期末累计已授权	87			
600071	2009-12-31	1	1	S5201	已申请	39			
600071	2009-12-31	1	1	S5203	已授权	5			
600073	2009-12-31	1	1	S5201	已申请	14	2	2	
600081	2009-12-31	1	1	S5201	已申请	33	2	22	9
600089	2009-12-31	1	1	S5201	已申请		16		
600089	2009-12-31	1	2	S5201	已申请	3			
600089	2009-12-31	1	1	S5204	截至报告期末累计获得	448			
600089	2009-12-31	1	2	S5205	截止报告期末累计已被受理	6			
600096	2009-12-31	1	1	S5203	已授权	4			
600100	2009-12-31	1	1	S5201	已申请	170	109	50	11
600100	2009-12-31	1	1	S5205	截止报告期末累计已被受理	1341			
600100	2009-12-31	1	2	S5205	截止报告期末累计已被受理	421			
600100	2009-12-31	1	1	S5204	截至报告期末累计获得	777	222	494	61
600100	2009-12-31	1	2	S5204	截至报告期末累计获得		110		
600104	2009-12-31	1	1	S5201	已申请	627	147		
600104	2009-12-31	1	1	S5203	已授权	329	21		
600114	2009-12-31	1	1	S5201	已申请		5		
600123	2009-12-31	1	1	S5201	已申请	14			
600123	2009-12-31	1	1	S5203	已授权	10			
600127	2009-12-31	1	1	S5201	已申请		2		
600127	2009-12-31	1	1	S5203	已授权		1		
600129	2009-12-31	1	1	S5203	已授权		7		
600129	2009-12-31	1	1	S5201	已申请		6		
600130	2009-12-31	1	1	S5204	截至报告期末累计获得	13			
600130	2009-12-31	1	1	S5205	截止报告期末累计已被受理	59			
600135	2009-12-31	1	1	S5201	已申请	11			
600135	2009-12-31	1	1	S5203	已授权	2			
600143	2009-12-31	1	1	S5201	已申请		91		
600143	2009-12-31	1	1	S5203	已授权	73			
600143	2009-12-31	1	2	S5201	已申请	5			
600143	2009-12-31	1	1	S5206	截止报告期末累计已授权	180	21	154	
600151	2009-12-31	1	1	S5201	已申请	61	23		
600152	2009-12-31	1	1	S5201	已申请	12			
600160	2009-12-31	1	1	S5201	已申请	2			
600166	2009-12-31	1	1	S5201	已申请	409	69		
600169	2009-12-31	1	1	S5201	已申请	73			
600169	2009-12-31	1	1	S5203	已授权	18	10		
600171	2009-12-31	1	1	S5201	已申请	41	25	14	2
600171	2009-12-31	1	1	S5203	已授权	35	21	11	3
600177	2009-12-31	1	1	S5203	已授权		3	4	
600177	2009-12-31	1	1	S5201	已申请	13			
600188	2009-12-31	1	1	S5202	已获得	19			
600196	2009-12-31	1	1	S5201	已申请	89			
600196	2009-12-31	1	1	S5203	已授权	26			
600202	2009-12-31	1	1	S5202	已获得		1	3	
600202	2009-12-31	1	1	S5201	已申请			1	
600203	2009-12-31	1	1	S5201	已申请	7			
600206	2009-12-31	1	1	S5201	已申请	20			
600210	2009-12-31	1	1	S5203	已授权	17	4	13	0
600210	2009-12-31	1	1	S5201	已申请	31			
600216	2009-12-31	1	1	S5201	已申请		35		
600216	2009-12-31	1	1	S5203	已授权		12		
600220	2009-12-31	1	1	S5201	已申请	104			
600220	2009-12-31	1	1	S5203	已授权	48			
600222	2009-12-31	1	1	S5202	已获得	5			
600229	2009-12-31	1	1	S5203	已授权			3	
600249	2009-12-31	1	1	S5201	已申请	5	2	0	3
600249	2009-12-31	1	1	S5204	截至报告期末累计获得	26			
600249	2009-12-31	1	1	S5206	截止报告期末累计已授权		3		
600249	2009-12-31	1	1	S5205	截止报告期末累计已被受理		5		
600252	2009-12-31	1	1	S5203	已授权		1		
600256	2009-12-31	1	1	S5202	已获得			2	
600268	2009-12-31	1	1	S5203	已授权	12			
600268	2009-12-31	1	1	S5201	已申请	55	38	11	6
600269	2009-12-31	1	1	S5201	已申请	10			
600276	2009-12-31	1	1	S5202	已获得	6			
600276	2009-12-31	1	1	S5201	已申请	24			
600276	2009-12-31	1	2	S5201	已申请	13			
600285	2009-12-31	1	1	S5202	已获得		1		
600289	2009-12-31	1	1	S5201	已申请	11			
600289	2009-12-31	1	1	S5203	已授权		6		
600289	2009-12-31	1	1	S5204	截至报告期末累计获得		7		
600298	2009-12-31	1	1	S5201	已申请		14		
600298	2009-12-31	1	2	S5201	已申请		19		
600298	2009-12-31	1	1	S5203	已授权	5			
600303	2009-12-31	1	1	S5203	已授权	6			
600303	2009-12-31	1	1	S5201	已申请	4	1		
600312	2009-12-31	1	1	S5201	已申请	59	11		
600315	2009-12-31	1	1	S5201	已申请	123			
600315	2009-12-31	1	2	S5201	已申请	16			
600315	2009-12-31	1	1	S5203	已授权	144			
600315	2009-12-31	1	2	S5203	已授权	7			
600320	2009-12-31	1	1	S5205	截止报告期末累计已被受理	213	99	107	7
600320	2009-12-31	1	2	S5205	截止报告期末累计已被受理		84	7	
600320	2009-12-31	1	1	S5206	截止报告期末累计已授权	110	43	60	7
600320	2009-12-31	1	2	S5206	截止报告期末累计已授权		15	3	
600329	2009-12-31	1	1	S5201	已申请	100			
600329	2009-12-31	1	1	S5203	已授权	33	4		
600329	2009-12-31	1	1	S5205	截止报告期末累计已被受理	464			
600329	2009-12-31	1	1	S5206	截止报告期末累计已授权	176	78		
600329	2009-12-31	1	2	S5205	截止报告期末累计已被受理	3			
600332	2009-12-31	1	1	S5201	已申请		16		
600332	2009-12-31	1	1	S5203	已授权		17		
600336	2009-12-31	1	1	S5201	已申请	83			
600336	2009-12-31	1	1	S5203	已授权	86			
600345	2009-12-31	1	1	S5201	已申请	16			
600345	2009-12-31	1	1	S5203	已授权	6	1	4	1
600346	2009-12-31	1	1	S5201	已申请	44			
600346	2009-12-31	1	1	S5203	已授权	23			
600351	2009-12-31	1	1	S5202	已获得		2		
600351	2009-12-31	1	1	S5201	已申请		3		
600352	2009-12-31	1	1	S5201	已申请	18			
600352	2009-12-31	1	1	S5203	已授权	13			
600352	2009-12-31	1	1	S5206	截止报告期末累计已授权	38			
600352	2009-12-31	1	1	S5205	截止报告期末累计已被受理	103			
600354	2009-12-31	1	1	S5202	已获得	14			
600355	2009-12-31	1	1	S5202	已获得		1	1	
600355	2009-12-31	1	1	S5205	截止报告期末累计已被受理	85	5		
600356	2009-12-31	1	1	S5202	已获得		1		
600356	2009-12-31	1	1	S5201	已申请		4		
600362	2009-12-31	1	1	S5206	截止报告期末累计已授权	376			
600363	2009-12-31	1	1	S5202	已获得			11	1
600375	2009-12-31	1	1	S5201	已申请	50	4	45	1
600378	2009-12-31	1	1	S5201	已申请	4			
600378	2009-12-31	1	1	S5203	已授权	2			
600388	2009-12-31	1	1	S5201	已申请	23			
600388	2009-12-31	1	1	S5203	已授权	9			
600392	2009-12-31	1	1	S5202	已获得		3		
600398	2009-12-31	1	1	S5201	已申请	46	4	2	40
600408	2009-12-31	1	1	S5202	已获得			2	
600408	2009-12-31	1	1	S5201	已申请			1	
600409	2009-12-31	1	1	S5203	已授权	9			
600409	2009-12-31	1	1	S5201	已申请	7			
600422	2009-12-31	2	1	S5204	截至报告期末累计获得	9	9	0	0
600423	2009-12-31	1	1	S5201	已申请			2	
600423	2009-12-31	1	1	S5203	已授权	1			
600426	2009-12-31	1	1	S5201	已申请		3	13	
600432	2009-12-31	1	1	S5201	已申请	2			
600436	2009-12-31	1	1	S5202	已获得		3		
600436	2009-12-31	1	1	S5201	已申请		7		3
600436	2009-12-31	1	2	S5202	已获得	1			
600438	2009-12-31	1	1	S5203	已授权		2		
600439	2009-12-31	1	1	S5201	已申请	110			
600439	2009-12-31	1	1	S5203	已授权	94			
600456	2009-12-31	1	1	S5201	已申请		8		
600456	2009-12-31	1	1	S5202	已获得			1	
600458	2009-12-31	1	1	S5203	已授权	26	8		
600458	2009-12-31	1	1	S5201	已申请	28	19		
600468	2009-12-31	1	1	S5201	已申请	304	54		
600468	2009-12-31	1	1	S5203	已授权	218	12		
600469	2009-12-31	1	1	S5201	已申请	15			
600469	2009-12-31	1	1	S5203	已授权	13			
600469	2009-12-31	1	1	S5206	截止报告期末累计已授权	113			
600469	2009-12-31	1	1	S5205	截止报告期末累计已被受理	126			
600475	2009-12-31	1	1	S5203	已授权	10			
600479	2009-12-31	1	1	S5201	已申请	42			
600482	2009-12-31	1	1	S5203	已授权	13	4		
600483	2009-12-31	1	1	S5203	已授权		2		
600485	2009-12-31	1	1	S5201	已申请	16	12		
600485	2009-12-31	1	2	S5201	已申请		1		
600485	2009-12-31	1	1	S5203	已授权		3		
600486	2009-12-31	1	1	S5201	已申请	23			
600486	2009-12-31	1	2	S5201	已申请	3			
600486	2009-12-31	1	1	S5203	已授权	2			
600487	2009-12-31	1	1	S5201	已申请	21	4	17	0
600487	2009-12-31	1	1	S5203	已授权	10			
600491	2009-12-31	1	1	S5202	已获得	11			
600493	2009-12-31	1	1	S5201	已申请	6			
600496	2009-12-31	1	1	S5202	已获得	10			
600496	2009-12-31	1	1	S5201	已申请	18			
600497	2009-12-31	1	1	S5201	已申请	7			
600497	2009-12-31	1	1	S5203	已授权	9			
600501	2009-12-31	1	1	S5202	已获得		2	11	
600508	2009-12-31	1	1	S5201	已申请	30			
600508	2009-12-31	1	1	S5203	已授权	31	8		
600517	2009-12-31	1	1	S5205	截止报告期末累计已被受理			88	
600523	2009-12-31	1	1	S5203	已授权	8			
600523	2009-12-31	1	1	S5201	已申请	10			
600525	2009-12-31	1	1	S5201	已申请	45	23		
600525	2009-12-31	1	2	S5201	已申请	1			
600525	2009-12-31	1	1	S5202	已获得		23		
600526	2009-12-31	1	1	S5203	已授权	12	2	10	0
600526	2009-12-31	1	1	S5206	截止报告期末累计已授权	38			
600527	2009-12-31	1	1	S5202	已获得		1	2	
600528	2009-12-31	1	1	S5203	已授权		4	10	
600535	2009-12-31	1	1	S5201	已申请	74	68	6	0
600535	2009-12-31	1	1	S5203	已授权	57	46	11	0
600535	2009-12-31	1	2	S5201	已申请	3			
600535	2009-12-31	1	2	S5203	已授权	13			
600536	2009-12-31	1	1	S5202	已获得		4		
600536	2009-12-31	1	1	S5201	已申请	9			
600537	2009-12-31	1	1	S5201	已申请		7		2
600537	2009-12-31	1	1	S5203	已授权		2		2
600537	2009-12-31	1	2	S5201	已申请	1			
600547	2009-12-31	1	1	S5203	已授权	3			
600552	2009-12-31	1	1	S5204	截至报告期末累计获得		1	2	
600557	2009-12-31	1	1	S5203	已授权		7		
600557	2009-12-31	1	2	S5203	已授权		1		
600557	2009-12-31	1	1	S5206	截止报告期末累计已授权		87		
600557	2009-12-31	1	2	S5206	截止报告期末累计已授权		9		
600560	2009-12-31	1	1	S5203	已授权	7	7	0	0
600560	2009-12-31	1	1	S5201	已申请	14	10	4	0
600560	2009-12-31	1	1	S5205	截止报告期末累计已被受理	56	33	23	0
600560	2009-12-31	1	1	S5204	截至报告期末累计获得	33	14	19	0
600566	2009-12-31	1	1	S5201	已申请	9			
600566	2009-12-31	1	1	S5202	已获得	9			
600572	2009-12-31	1	1	S5201	已申请		14		
600572	2009-12-31	1	1	S5203	已授权		7		
600580	2009-12-31	1	1	S5201	已申请	87			
600580	2009-12-31	1	1	S5203	已授权	40	3		
600580	2009-12-31	1	1	S5204	截至报告期末累计获得	174	6		
600580	2009-12-31	1	1	S5205	截止报告期末累计已被受理	66	36		
600581	2009-12-31	1	1	S5203	已授权	44	4	40	0
600582	2009-12-31	1	1	S5201	已申请	134	50		
600582	2009-12-31	1	1	S5203	已授权	61	7	54	0
600582	2009-12-31	1	1	S5204	截至报告期末累计获得	194	13		
600583	2009-12-31	1	1	S5201	已申请	53			
600583	2009-12-31	1	1	S5203	已授权	31			
600584	2009-12-31	1	1	S5201	已申请	188			
600590	2009-12-31	1	1	S5201	已申请	135			
600590	2009-12-31	1	1	S5203	已授权	78			
600592	2009-12-31	1	1	S5202	已获得	22	1		
600592	2009-12-31	1	1	S5201	已申请		6	1	
600594	2009-12-31	1	1	S5201	已申请		153		45
600594	2009-12-31	1	1	S5203	已授权		75		42
600595	2009-12-31	1	1	S5201	已申请	32			
600595	2009-12-31	1	1	S5203	已授权	27			
600596	2009-12-31	1	1	S5201	已申请		13		
600596	2009-12-31	1	1	S5203	已授权	12			
600596	2009-12-31	1	1	S5205	截止报告期末累计已被受理	103	89		
600601	2009-12-31	1	1	S5201	已申请		15	4	
600619	2009-12-31	1	1	S5205	截止报告期末累计已被受理	339			
600619	2009-12-31	1	1	S5206	截止报告期末累计已授权	212			
600623	2009-12-31	1	1	S5203	已授权	17	5	0	12
600623	2009-12-31	1	1	S5201	已申请	23			
600630	2009-12-31	1	1	S5201	已申请	136			
600660	2009-12-31	1	1	S5201	已申请	34			
600660	2009-12-31	1	1	S5203	已授权	16			
600667	2009-12-31	1	1	S5202	已获得		1		
600671	2009-12-31	1	1	S5201	已申请	1			
600673	2009-12-31	1	1	S5203	已授权		6	8	
600673	2009-12-31	1	1	S5201	已申请	32			
600676	2009-12-31	1	1	S5201	已申请	21			
600677	2009-12-31	1	1	S5201	已申请	42			
600677	2009-12-31	1	1	S5203	已授权			4	
600688	2009-12-31	1	1	S5201	已申请	14	13		
600688	2009-12-31	1	1	S5203	已授权	30	29		
600702	2009-12-31	1	1	S5201	已申请		2		
600702	2009-12-31	1	1	S5203	已授权		2		
600702	2009-12-31	1	1	S5204	截至报告期末累计获得	17			
600717	2009-12-31	1	1	S5203	已授权	53	2	49	2
600718	2009-12-31	1	1	S5205	截止报告期末累计已被受理	169			
600718	2009-12-31	1	1	S5204	截至报告期末累计获得	66			
600728	2009-12-31	1	1	S5202	已获得		9		
600739	2009-12-31	1	1	S5201	已申请	3			
600741	2009-12-31	1	1	S5201	已申请	178	50		
600747	2009-12-31	1	1	S5201	已申请	6	3		
600760	2009-12-31	1	1	S5202	已获得			2	
600761	2009-12-31	1	1	S5202	已获得	18	3		
600761	2009-12-31	1	1	S5204	截至报告期末累计获得	67	5	49	13
600761	2009-12-31	1	1	S5201	已申请	21	3		
600764	2009-12-31	1	1	S5201	已申请		6	5	
600764	2009-12-31	1	1	S5203	已授权			1	
600779	2009-12-31	1	1	S5201	已申请	53	0	1	52
600779	2009-12-31	1	1	S5203	已授权	31	0	0	31
600779	2009-12-31	1	2	S5203	已授权		1		
600797	2009-12-31	1	1	S5203	已授权		2		
600808	2009-12-31	1	1	S5201	已申请	105			
600819	2009-12-31	1	1	S5201	已申请	2			
600819	2009-12-31	1	1	S5203	已授权	3			
600829	2009-12-31	1	1	S5201	已申请	4			
600832	2009-12-31	1	1	S5201	已申请			3	
600835	2009-12-31	2	1	S5203	已授权	89			
600836	2009-12-31	1	1	S5204	截至报告期末累计获得	13			
600839	2009-12-31	1	1	S5201	已申请		9	2	
600839	2009-12-31	1	1	S5203	已授权		2	1	
600845	2009-12-31	1	1	S5201	已申请	43	43	0	0
600845	2009-12-31	1	1	S5203	已授权	11			
600845	2009-12-31	1	1	S5206	截止报告期末累计已授权	41	36		
600845	2009-12-31	1	1	S5205	截止报告期末累计已被受理	193	186		
600848	2009-12-31	1	1	S5201	已申请	18			
600848	2009-12-31	1	1	S5203	已授权	20			
600862	2009-12-31	1	1	S5201	已申请	6	2		2
600862	2009-12-31	1	1	S5203	已授权			6	
600870	2009-12-31	1	1	S5206	截止报告期末累计已授权		18		
600871	2009-12-31	1	1	S5203	已授权	4			
600885	2009-12-31	1	1	S5201	已申请		3	6	
600889	2009-12-31	1	1	S5201	已申请		5		
600889	2009-12-31	1	1	S5203	已授权	2			
600893	2009-12-31	1	1	S5201	已申请	34	23	11	0
600900	2009-12-31	1	1	S5202	已获得		1		
600960	2009-12-31	1	1	S5201	已申请	10			
600960	2009-12-31	1	1	S5204	截至报告期末累计获得	45	4		
600967	2009-12-31	1	1	S5202	已获得			3	
600970	2009-12-31	1	1	S5201	已申请	30	8		
600970	2009-12-31	1	1	S5203	已授权	10			
600973	2009-12-31	1	1	S5201	已申请	12			
600973	2009-12-31	1	1	S5203	已授权	6			
600983	2009-12-31	1	1	S5202	已获得	30			
600986	2009-12-31	1	1	S5201	已申请	1			
600992	2009-12-31	1	1	S5201	已申请			5	
600997	2009-12-31	1	1	S5203	已授权			5	
601002	2009-12-31	1	1	S5201	已申请	4			
601179	2009-12-31	1	1	S5201	已申请	171	39		
601179	2009-12-31	1	1	S5203	已授权	120	15		
601186	2009-12-31	1	1	S5201	已申请	176			
601186	2009-12-31	1	1	S5203	已授权	141			
601186	2009-12-31	1	1	S5204	截至报告期末累计获得	427			
601268	2009-12-31	1	1	S5203	已授权	32			
601390	2009-12-31	1	1	S5201	已申请	315	182		
601390	2009-12-31	1	1	S5203	已授权	201	58		
601390	2009-12-31	1	1	S5204	截至报告期末累计获得	650	104		
601398	2009-12-31	2	1	S5203	已授权	19			
601398	2009-12-31	2	1	S5204	截至报告期末累计获得	91			
601600	2009-12-31	1	1	S5201	已申请	290		161	
601600	2009-12-31	1	2	S5201	已申请	3			
601668	2009-12-31	1	1	S5202	已获得	4	0	4	0
601699	2009-12-31	1	1	S5203	已授权	17	2		
601727	2009-12-31	1	1	S5201	已申请	388	166	210	12
601727	2009-12-31	1	1	S5203	已授权	276	58	207	11
601766	2009-12-31	1	1	S5201	已申请	718			
601766	2009-12-31	1	1	S5203	已授权	554			
601808	2009-12-31	1	1	S5203	已授权	51	15		
601808	2009-12-31	1	1	S5204	截至报告期末累计获得	162	50		
601877	2009-12-31	1	1	S5201	已申请	12			
601877	2009-12-31	1	1	S5202	已获得	26			
601899	2009-12-31	1	1	S5203	已授权	8			
601958	2009-12-31	1	1	S5201	已申请	16			
601958	2009-12-31	1	1	S5203	已授权		4	4	
601958	2009-12-31	1	1	S5205	截止报告期末累计已被受理	52			
601958	2009-12-31	1	1	S5206	截止报告期末累计已授权	11			
601989	2009-12-31	2	1	S5204	截至报告期末累计获得	188	17	165	6
601989	2009-12-31	2	1	S5205	截止报告期末累计已被受理	114			
000055	2009-12-31	2	1	S5204	截至报告期末累计获得	608	94		
000595	2009-12-31	1	1	S5201	已申请	6			
002036	2009-12-31	1	1	S5201	已申请		16		
002046	2009-12-31	1	1	S5201	已申请	81	27	52	2
002046	2009-12-31	1	1	S5205	截止报告期末累计已被受理	399	155		
002046	2009-12-31	1	1	S5206	截止报告期末累计已授权	231	38		
002046	2009-12-31	1	1	S5203	已授权	70	29	39	2
002062	2009-12-31	1	1	S5202	已获得		2		
002105	2009-12-31	1	1	S5202	已获得	49			
002117	2009-12-31	1	1	S5201	已申请	4			
002117	2009-12-31	1	1	S5203	已授权	5	0	5	0
002188	2009-12-31	1	1	S5203	已授权	5	0	5	0
600006	2009-12-31	1	1	S5202	已获得	45			
600060	2009-12-31	1	2	S5204	截至报告期末累计获得	3			
600271	2009-12-31	1	1	S5205	截止报告期末累计已被受理	124	59	43	23
600815	2009-12-31	1	1	S5201	已申请	12			
600815	2009-12-31	1	1	S5203	已授权	6			
600815	2009-12-31	1	1	S5204	截至报告期末累计获得	54			
601299	2009-12-31	1	1	S5201	已申请	859	259		
601299	2009-12-31	1	1	S5203	已授权	619			
601299	2009-12-31	1	2	S5203	已授权	6			
601299	2009-12-31	1	1	S5205	截止报告期末累计已被受理	2100	450		
000021	2010-12-31	1	1	S5201	已申请	23	1	20	2
000021	2010-12-31	1	2	S5201	已申请	3			
000021	2010-12-31	1	1	S5203	已授权	29	2	20	7
000021	2010-12-31	1	1	S5204	截至报告期末累计获得	63	4		
000026	2010-12-31	1	1	S5201	已申请	11			
000026	2010-12-31	1	1	S5203	已授权	9			
000032	2010-12-31	1	1	S5201	已申请	18			
000032	2010-12-31	1	1	S5203	已授权	16			
000032	2010-12-31	1	1	S5204	截至报告期末累计获得	62			
000039	2010-12-31	1	1	S5201	已申请		90		
000049	2010-12-31	1	1	S5201	已申请		5	13	
000049	2010-12-31	1	1	S5205	截止报告期末累计已被受理	52			
000050	2010-12-31	1	1	S5201	已申请	129			
000066	2010-12-31	1	2	S5205	截止报告期末累计已被受理	148	39		
000066	2010-12-31	1	1	S5205	截止报告期末累计已被受理	412	152		
000066	2010-12-31	1	2	S5203	已授权	148	2		
000066	2010-12-31	1	1	S5203	已授权	210	9		
000078	2010-12-31	1	1	S5201	已申请		10		
000078	2010-12-31	1	1	S5203	已授权		6		
000078	2010-12-31	1	2	S5203	已授权		1		
000090	2010-12-31	1	1	S5203	已授权		2	8	
000100	2010-12-31	1	1	S5205	截止报告期末累计已被受理	3117			
000100	2010-12-31	1	2	S5205	截止报告期末累计已被受理	522			
000100	2010-12-31	1	1	S5206	截止报告期末累计已授权	1930			
000158	2010-12-31	1	1	S5201	已申请	16			
000158	2010-12-31	1	1	S5202	已获得	8			
000425	2010-12-31	1	1	S5203	已授权	194	9		
000513	2010-12-31	1	1	S5201	已申请		21		
000513	2010-12-31	1	2	S5201	已申请		1		
000519	2010-12-31	1	1	S5201	已申请	7	2	5	0
000528	2010-12-31	1	1	S5203	已授权	45			
000528	2010-12-31	1	1	S5206	截止报告期末累计已授权	195			
000533	2010-12-31	1	1	S5201	已申请	41	10	20	11
000533	2010-12-31	1	1	S5203	已授权	57	1	43	13
000547	2010-12-31	1	1	S5201	已申请	20			
000547	2010-12-31	1	1	S5203	已授权	11			
000551	2010-12-31	1	1	S5203	已授权	40			
000595	2010-12-31	1	1	S5203	已授权			7	
000595	2010-12-31	1	1	S5201	已申请		3		
000595	2010-12-31	1	1	S5206	截止报告期末累计已授权	8			
000595	2010-12-31	1	1	S5205	截止报告期末累计已被受理	13			
000617	2010-12-31	1	1	S5201	已申请		4		
000625	2010-12-31	1	1	S5201	已申请	745	274		
000625	2010-12-31	1	1	S5203	已授权	587	36		
000629	2010-12-31	1	1	S5201	已申请	391			
000629	2010-12-31	1	1	S5203	已授权	305			
000636	2010-12-31	1	1	S5201	已申请	31			
000636	2010-12-31	1	2	S5201	已申请	2			
000682	2010-12-31	1	1	S5203	已授权		4	5	
000698	2010-12-31	1	1	S5202	已获得	6			
000700	2010-12-31	1	1	S5201	已申请	32			
000701	2010-12-31	1	1	S5206	截止报告期末累计已授权			8	
000701	2010-12-31	1	1	S5205	截止报告期末累计已被受理		1		
000708	2010-12-31	1	1	S5203	已授权	7	3		
000709	2010-12-31	1	1	S5201	已申请	93			
000726	2010-12-31	1	1	S5203	已授权	27			
000726	2010-12-31	1	1	S5205	截止报告期末累计已被受理	97	36		
000726	2010-12-31	1	1	S5204	截至报告期末累计获得	59	8		
000731	2010-12-31	1	1	S5206	截止报告期末累计已授权	22	6		
000733	2010-12-31	1	1	S5201	已申请	33	14	19	0
000733	2010-12-31	1	1	S5203	已授权	51	6	45	0
000778	2010-12-31	1	1	S5201	已申请	120	41		
000778	2010-12-31	1	1	S5203	已授权	40	3		
000786	2010-12-31	1	2	S5201	已申请	2			
000786	2010-12-31	1	1	S5203	已授权	130			
000786	2010-12-31	1	1	S5205	截止报告期末累计已被受理	801			
000786	2010-12-31	1	1	S5206	截止报告期末累计已授权	691			
000823	2010-12-31	1	1	S5201	已申请	25			
000823	2010-12-31	1	1	S5203	已授权	21	9	12	0
000830	2010-12-31	1	1	S5202	已获得		17		
000848	2010-12-31	1	1	S5202	已获得	73			
000850	2010-12-31	1	1	S5202	已获得	17			
000850	2010-12-31	1	1	S5201	已申请	8			
000859	2010-12-31	1	1	S5203	已授权	10	3		
000859	2010-12-31	1	1	S5201	已申请	12	3		
000868	2010-12-31	1	1	S5201	已申请	20	3	14	
000887	2010-12-31	1	1	S5201	已申请	39	9		
000890	2010-12-31	1	1	S5203	已授权	8			
000890	2010-12-31	1	2	S5201	已申请	1			
000890	2010-12-31	1	1	S5201	已申请		1	1	
000912	2010-12-31	1	1	S5201	已申请	2			
000912	2010-12-31	1	1	S5203	已授权		1		
000921	2010-12-31	1	1	S5205	截止报告期末累计已被受理	198			
000921	2010-12-31	1	2	S5205	截止报告期末累计已被受理	4			
000921	2010-12-31	1	1	S5206	截止报告期末累计已授权	212			
000925	2010-12-31	1	1	S5201	已申请	11	5		
000925	2010-12-31	1	1	S5203	已授权		1		
000926	2010-12-31	1	1	S5202	已获得			2	
